476060286336913408	neutral
477584843283259392	positive
478036760815878144	positive
478021085330673664	positive
477207573699891200	positive
477537690028900354	positive
477159887362093056	neutral
477134286311927808	neutral
477836170903453696	positive
478687151052165120	positive
478309890117865472	positive
478225634653503488	negative
477015863275446272	positive
477580468637143042	positive
477582059855028224	neutral
477133948762726400	positive
478687608433037312	positive
478362333475926017	positive
476700222480207872	positive
477589052167049217	neutral
478990851847495680	positive
477509749387591680	positive
478261720721686528	positive
477137762391314433	positive
477503869576941568	positive
477501363333496832	positive
477540690436833280	positive
478571232364101632	positive
477461531936825344	positive
477191347544129537	positive
477560145665212418	negative
478224503181697025	positive
478046890890903552	positive
477959450645385216	neutral
477021722143916032	positive
478684936506208256	negative
477549743082852352	negative
477017782379220992	neutral
476695440063463424	neutral
477933502818578433	positive
477917508276846592	positive
477543636825935872	positive
477533488288370688	negative
477184549043310592	negative
477917928990736385	negative
478233158295781376	positive
477494618905255936	positive
477442219142807553	neutral
477535618785112064	positive
476487325170802688	positive
477133513070608386	positive
477933142998016000	neutral
477153201473728512	positive
477359440304144384	positive
476045905259679746	positive
477532875282059264	negative
478992495674941441	negative
477871578223771648	positive
477537651126697985	positive
477933604199481347	positive
477207871202275329	positive
477945869489430528	positive
477494825869406208	negative
476472448465252353	positive
478970277628362752	positive
477553253723697152	positive
478974189949292545	positive
478989064562307072	negative
478683835639398400	positive
477026978294665216	positive
477543831001640960	neutral
478685127791226882	positive
477553513682059264	negative
477583228111298560	neutral
477183679450451968	positive
477133999375007744	neutral
477761069877055489	positive
476061650546872321	positive
477163595915337728	positive
477936795699937280	neutral
478965697432002560	positive
478233893225889793	positive
478685667191320577	positive
477153440205119489	positive
477509383069650944	positive
478571079154536448	positive
477543857798672384	positive
478233201874575361	positive
477560776694435841	positive
477944861056704512	positive
478582862157869056	negative
477533229311098880	negative
477159964499529728	positive
477917949433774080	positive
478223243640573952	neutral
477468316814942209	neutral
477501116062912513	negative
477537650543722496	positive
477870137291198464	negative
477191216962883585	negative
478687885692923905	positive
478204126049079296	positive
478084434067849216	positive
477161088132603904	negative
477956836495085568	positive
478009793068544000	positive
477472044586520578	positive
477208153533460480	negative
477504474563354624	positive
477936512064294913	positive
477353125767307264	neutral
477549956400959488	positive
478211936719339520	positive
478034904958398466	positive
477466955444944896	positive
477495234126168065	negative
478661328060813312	positive
477532718935584768	neutral
478608660739129344	positive
478837662606835712	positive
477537322008055808	positive
478308773027512320	positive
478311979703349250	negative
477470069933342720	positive
476490883236630528	neutral
477540594122625024	positive
478645541316739072	positive
478933829399617537	positive
478521477562896384	positive
477533530692796416	positive
477016606980452353	positive
477183679446646784	positive
478686038127169536	neutral
477944424614592513	positive
477191238056022016	positive
477866913305874432	neutral
477872067602579456	positive
477541626710339586	positive
477533762872684544	positive
477533105964974080	positive
477537447497437185	positive
477917759922507777	negative
477550152979578880	positive
478233165178634240	positive
478312399670632449	neutral
477494091224068096	positive
478971272165347328	positive
478611765044195328	neutral
478991919947583488	positive
477536476045918208	negative
477033027269562369	neutral
477511903171072000	positive
477495397448179712	positive
478610383549517824	neutral
477935970399297536	positive
477153455627567104	positive
478385673414520832	positive
477154240847425536	neutral
477537784807579649	positive
478205879360450561	negative
477553932995006465	negative
477501383067697152	positive
477957122584371202	positive
478012457353347072	negative
478990016367321088	negative
477541687904829440	positive
478612125636919296	neutral
477553815542312961	negative
477537394200047616	positive
477917495525773313	negative
477583154040295425	positive
478994469858344960	positive
478927256598097920	positive
477184072096444416	positive
477530238339907585	positive
477533498916368384	neutral
477162594050920449	positive
478262339507339264	positive
477495950278008832	positive
478233850322378754	positive
477184865415098368	positive
477451420829224960	neutral
478661924674994176	negative
478310202375421952	neutral
478989904433541121	positive
477494983214125057	negative
477537764263477249	positive
477936051307421697	positive
478583049492660225	negative
477107944463810560	positive
477238236558155776	positive
477537549901381632	positive
478974044885094400	positive
477360319724277760	neutral
477017375934808064	neutral
477584102682423296	positive
477498902250127360	positive
478310951754952705	positive
476061730842624000	positive
477164105069887488	positive
477466983500222469	neutral
478196863464927232	negative
476790855333056512	negative
478359593526235136	neutral
477505352565411840	negative
477136320821600256	positive
477160695830949888	negative
478685909148106752	negative
477917104717316096	positive
478686354914570240	positive
477228915434332160	neutral
477933428126777344	positive
477582451334979586	positive
478931003356880897	positive
477505875197050880	positive
477956995467972609	negative
477507981962395648	positive
477917585858502656	positive
478687303418658816	positive
477540508106244096	positive
479003740003766273	neutral
477533795646992384	negative
